,gen,indicator,sim
100,100,4.197924194825655,c4495a02-b8ae-4807-b2a1-11278c028bb9
101,101,4.197924194825655,c4495a02-b8ae-4807-b2a1-11278c028bb9
102,102,4.197924194825655,c4495a02-b8ae-4807-b2a1-11278c028bb9
103,103,4.2021393292844955,c4495a02-b8ae-4807-b2a1-11278c028bb9
104,104,4.202380183236346,c4495a02-b8ae-4807-b2a1-11278c028bb9
105,105,4.202380183236346,c4495a02-b8ae-4807-b2a1-11278c028bb9
106,106,4.202380183236346,c4495a02-b8ae-4807-b2a1-11278c028bb9
107,107,4.202380183236346,c4495a02-b8ae-4807-b2a1-11278c028bb9
108,108,4.202380183236346,c4495a02-b8ae-4807-b2a1-11278c028bb9
109,109,4.202380183236346,c4495a02-b8ae-4807-b2a1-11278c028bb9
110,110,4.202380183236346,c4495a02-b8ae-4807-b2a1-11278c028bb9
111,111,4.202380183236346,c4495a02-b8ae-4807-b2a1-11278c028bb9
112,112,4.202380183236346,c4495a02-b8ae-4807-b2a1-11278c028bb9
113,113,4.202380183236346,c4495a02-b8ae-4807-b2a1-11278c028bb9
114,114,4.202380183236346,c4495a02-b8ae-4807-b2a1-11278c028bb9
115,115,4.202382634599836,c4495a02-b8ae-4807-b2a1-11278c028bb9
116,116,4.202382634599836,c4495a02-b8ae-4807-b2a1-11278c028bb9
117,117,4.203483584230694,c4495a02-b8ae-4807-b2a1-11278c028bb9
118,118,4.203483584230694,c4495a02-b8ae-4807-b2a1-11278c028bb9
119,119,4.203877821103109,c4495a02-b8ae-4807-b2a1-11278c028bb9
120,120,4.20396380599408,c4495a02-b8ae-4807-b2a1-11278c028bb9
121,121,4.20396380599408,c4495a02-b8ae-4807-b2a1-11278c028bb9
122,122,4.20396380599408,c4495a02-b8ae-4807-b2a1-11278c028bb9
123,123,4.203966478742767,c4495a02-b8ae-4807-b2a1-11278c028bb9
124,124,4.203966478742767,c4495a02-b8ae-4807-b2a1-11278c028bb9
125,125,4.203966478742767,c4495a02-b8ae-4807-b2a1-11278c028bb9
126,126,4.203966478742767,c4495a02-b8ae-4807-b2a1-11278c028bb9
127,127,4.204036464313856,c4495a02-b8ae-4807-b2a1-11278c028bb9
128,128,4.204036464313856,c4495a02-b8ae-4807-b2a1-11278c028bb9
129,129,4.204036464313856,c4495a02-b8ae-4807-b2a1-11278c028bb9
130,130,4.2040693164741985,c4495a02-b8ae-4807-b2a1-11278c028bb9
131,131,4.2040813356111775,c4495a02-b8ae-4807-b2a1-11278c028bb9
132,132,4.204092468542458,c4495a02-b8ae-4807-b2a1-11278c028bb9
133,133,4.204092559981248,c4495a02-b8ae-4807-b2a1-11278c028bb9
134,134,4.204092559981248,c4495a02-b8ae-4807-b2a1-11278c028bb9
135,135,4.204092559981248,c4495a02-b8ae-4807-b2a1-11278c028bb9
136,136,4.204092728066836,c4495a02-b8ae-4807-b2a1-11278c028bb9
137,137,4.204092728066836,c4495a02-b8ae-4807-b2a1-11278c028bb9
138,138,4.204092728066836,c4495a02-b8ae-4807-b2a1-11278c028bb9
139,139,4.204093308486774,c4495a02-b8ae-4807-b2a1-11278c028bb9
140,140,4.204093308486774,c4495a02-b8ae-4807-b2a1-11278c028bb9
141,141,4.204093308486774,c4495a02-b8ae-4807-b2a1-11278c028bb9
142,142,4.204093308486774,c4495a02-b8ae-4807-b2a1-11278c028bb9
143,143,4.204093308486774,c4495a02-b8ae-4807-b2a1-11278c028bb9
144,144,4.204093308486774,c4495a02-b8ae-4807-b2a1-11278c028bb9
145,145,4.204093308486774,c4495a02-b8ae-4807-b2a1-11278c028bb9
146,146,4.204093308486774,c4495a02-b8ae-4807-b2a1-11278c028bb9
147,147,4.204093308486774,c4495a02-b8ae-4807-b2a1-11278c028bb9
148,148,4.204093308486774,c4495a02-b8ae-4807-b2a1-11278c028bb9
149,149,4.204093308486774,c4495a02-b8ae-4807-b2a1-11278c028bb9
150,150,4.204093308486774,c4495a02-b8ae-4807-b2a1-11278c028bb9
151,151,4.204093308486774,c4495a02-b8ae-4807-b2a1-11278c028bb9
152,152,4.204093308486774,c4495a02-b8ae-4807-b2a1-11278c028bb9
153,153,4.204095660176621,c4495a02-b8ae-4807-b2a1-11278c028bb9
154,154,4.204113358182009,c4495a02-b8ae-4807-b2a1-11278c028bb9
155,155,4.207182630522918,c4495a02-b8ae-4807-b2a1-11278c028bb9
156,156,4.207182630522918,c4495a02-b8ae-4807-b2a1-11278c028bb9
157,157,4.207238614378645,c4495a02-b8ae-4807-b2a1-11278c028bb9
158,158,4.2072586659288485,c4495a02-b8ae-4807-b2a1-11278c028bb9
159,159,4.207369543129437,c4495a02-b8ae-4807-b2a1-11278c028bb9
160,160,4.207434800700081,c4495a02-b8ae-4807-b2a1-11278c028bb9
161,161,4.207436404790264,c4495a02-b8ae-4807-b2a1-11278c028bb9
162,162,4.207485407228825,c4495a02-b8ae-4807-b2a1-11278c028bb9
163,163,4.207497995443008,c4495a02-b8ae-4807-b2a1-11278c028bb9
164,164,4.207506377877878,c4495a02-b8ae-4807-b2a1-11278c028bb9
165,165,4.207506578958302,c4495a02-b8ae-4807-b2a1-11278c028bb9
166,166,4.207507944037619,c4495a02-b8ae-4807-b2a1-11278c028bb9
167,167,4.20750950597368,c4495a02-b8ae-4807-b2a1-11278c028bb9
168,168,4.20750950597368,c4495a02-b8ae-4807-b2a1-11278c028bb9
169,169,4.2075363817027345,c4495a02-b8ae-4807-b2a1-11278c028bb9
170,170,4.2076416670334265,c4495a02-b8ae-4807-b2a1-11278c028bb9
171,171,4.207733161002425,c4495a02-b8ae-4807-b2a1-11278c028bb9
172,172,4.207734505839556,c4495a02-b8ae-4807-b2a1-11278c028bb9
173,173,4.207734505839556,c4495a02-b8ae-4807-b2a1-11278c028bb9
174,174,4.207734505839556,c4495a02-b8ae-4807-b2a1-11278c028bb9
175,175,4.207734505839556,c4495a02-b8ae-4807-b2a1-11278c028bb9
176,176,4.207734505839556,c4495a02-b8ae-4807-b2a1-11278c028bb9
177,177,4.207738249654644,c4495a02-b8ae-4807-b2a1-11278c028bb9
178,178,4.207738249654644,c4495a02-b8ae-4807-b2a1-11278c028bb9
179,179,4.207738249654644,c4495a02-b8ae-4807-b2a1-11278c028bb9
180,180,4.207738249654644,c4495a02-b8ae-4807-b2a1-11278c028bb9
181,181,4.207738249654644,c4495a02-b8ae-4807-b2a1-11278c028bb9
182,182,4.207738249654644,c4495a02-b8ae-4807-b2a1-11278c028bb9
183,183,4.207738249654644,c4495a02-b8ae-4807-b2a1-11278c028bb9
184,184,4.207738249654644,c4495a02-b8ae-4807-b2a1-11278c028bb9
185,185,4.207738249654644,c4495a02-b8ae-4807-b2a1-11278c028bb9
186,186,4.207738249654644,c4495a02-b8ae-4807-b2a1-11278c028bb9
187,187,4.207738249654644,c4495a02-b8ae-4807-b2a1-11278c028bb9
188,188,4.207738249654644,c4495a02-b8ae-4807-b2a1-11278c028bb9
189,189,4.207738249654644,c4495a02-b8ae-4807-b2a1-11278c028bb9
190,190,4.207738249654644,c4495a02-b8ae-4807-b2a1-11278c028bb9
191,191,4.207738257594911,c4495a02-b8ae-4807-b2a1-11278c028bb9
192,192,4.207738257594911,c4495a02-b8ae-4807-b2a1-11278c028bb9
193,193,4.207738257594911,c4495a02-b8ae-4807-b2a1-11278c028bb9
194,194,4.20773825775971,c4495a02-b8ae-4807-b2a1-11278c028bb9
195,195,4.20773825775971,c4495a02-b8ae-4807-b2a1-11278c028bb9
196,196,4.20773825775971,c4495a02-b8ae-4807-b2a1-11278c028bb9
197,197,4.20773825775971,c4495a02-b8ae-4807-b2a1-11278c028bb9
198,198,4.20773825775971,c4495a02-b8ae-4807-b2a1-11278c028bb9
199,199,4.20773825775971,c4495a02-b8ae-4807-b2a1-11278c028bb9
200,200,4.2077382577995515,c4495a02-b8ae-4807-b2a1-11278c028bb9
201,201,4.2077382577995515,c4495a02-b8ae-4807-b2a1-11278c028bb9
202,202,4.2077382577995515,c4495a02-b8ae-4807-b2a1-11278c028bb9
203,203,4.207738257799907,c4495a02-b8ae-4807-b2a1-11278c028bb9
204,204,4.207738257799907,c4495a02-b8ae-4807-b2a1-11278c028bb9
205,205,4.207738257799907,c4495a02-b8ae-4807-b2a1-11278c028bb9
206,206,4.207738257800307,c4495a02-b8ae-4807-b2a1-11278c028bb9
207,207,4.20773825780048,c4495a02-b8ae-4807-b2a1-11278c028bb9
208,208,4.207738257801515,c4495a02-b8ae-4807-b2a1-11278c028bb9
209,209,4.207738257801515,c4495a02-b8ae-4807-b2a1-11278c028bb9
210,210,4.207738257801515,c4495a02-b8ae-4807-b2a1-11278c028bb9
211,211,4.207738257801515,c4495a02-b8ae-4807-b2a1-11278c028bb9
212,212,4.207738257801762,c4495a02-b8ae-4807-b2a1-11278c028bb9
213,213,4.207738257801762,c4495a02-b8ae-4807-b2a1-11278c028bb9
214,214,4.207738257803012,c4495a02-b8ae-4807-b2a1-11278c028bb9
215,215,4.207738257803012,c4495a02-b8ae-4807-b2a1-11278c028bb9
216,216,4.207738284010138,c4495a02-b8ae-4807-b2a1-11278c028bb9
217,217,4.207738284010733,c4495a02-b8ae-4807-b2a1-11278c028bb9
218,218,4.2077383105953485,c4495a02-b8ae-4807-b2a1-11278c028bb9
219,219,4.2077383105953485,c4495a02-b8ae-4807-b2a1-11278c028bb9
220,220,4.2077383105953485,c4495a02-b8ae-4807-b2a1-11278c028bb9
221,221,4.2077383105953485,c4495a02-b8ae-4807-b2a1-11278c028bb9
222,222,4.207740850415194,c4495a02-b8ae-4807-b2a1-11278c028bb9
223,223,4.207740850415194,c4495a02-b8ae-4807-b2a1-11278c028bb9
224,224,4.207740850415198,c4495a02-b8ae-4807-b2a1-11278c028bb9
225,225,4.207740850415198,c4495a02-b8ae-4807-b2a1-11278c028bb9
226,226,4.207740850415198,c4495a02-b8ae-4807-b2a1-11278c028bb9
227,227,4.207740850415198,c4495a02-b8ae-4807-b2a1-11278c028bb9
228,228,4.2077443707484905,c4495a02-b8ae-4807-b2a1-11278c028bb9
229,229,4.2077443707484905,c4495a02-b8ae-4807-b2a1-11278c028bb9
230,230,4.2077443707484905,c4495a02-b8ae-4807-b2a1-11278c028bb9
231,231,4.207747506437598,c4495a02-b8ae-4807-b2a1-11278c028bb9
232,232,4.207747506437598,c4495a02-b8ae-4807-b2a1-11278c028bb9
233,233,4.207747506437598,c4495a02-b8ae-4807-b2a1-11278c028bb9
234,234,4.207747506437598,c4495a02-b8ae-4807-b2a1-11278c028bb9
235,235,4.207747506437598,c4495a02-b8ae-4807-b2a1-11278c028bb9
236,236,4.207747506437598,c4495a02-b8ae-4807-b2a1-11278c028bb9
237,237,4.207747506437598,c4495a02-b8ae-4807-b2a1-11278c028bb9
238,238,4.207747506437598,c4495a02-b8ae-4807-b2a1-11278c028bb9
239,239,4.207747506437598,c4495a02-b8ae-4807-b2a1-11278c028bb9
240,240,4.207747506437598,c4495a02-b8ae-4807-b2a1-11278c028bb9
241,241,4.207747506437598,c4495a02-b8ae-4807-b2a1-11278c028bb9
242,242,4.207747506437598,c4495a02-b8ae-4807-b2a1-11278c028bb9
243,243,4.207752525392029,c4495a02-b8ae-4807-b2a1-11278c028bb9
244,244,4.207756488682034,c4495a02-b8ae-4807-b2a1-11278c028bb9
245,245,4.207756488682034,c4495a02-b8ae-4807-b2a1-11278c028bb9
246,246,4.207756488682034,c4495a02-b8ae-4807-b2a1-11278c028bb9
247,247,4.207767959538103,c4495a02-b8ae-4807-b2a1-11278c028bb9
248,248,4.207770446658909,c4495a02-b8ae-4807-b2a1-11278c028bb9
249,249,4.207770446658909,c4495a02-b8ae-4807-b2a1-11278c028bb9
250,250,4.207770446658909,c4495a02-b8ae-4807-b2a1-11278c028bb9
251,251,4.207770446658909,c4495a02-b8ae-4807-b2a1-11278c028bb9
252,252,4.207770446658909,c4495a02-b8ae-4807-b2a1-11278c028bb9
253,253,4.207770446658909,c4495a02-b8ae-4807-b2a1-11278c028bb9
254,254,4.207772241902995,c4495a02-b8ae-4807-b2a1-11278c028bb9
255,255,4.207772241902995,c4495a02-b8ae-4807-b2a1-11278c028bb9
256,256,4.207772241902995,c4495a02-b8ae-4807-b2a1-11278c028bb9
257,257,4.207773686731391,c4495a02-b8ae-4807-b2a1-11278c028bb9
258,258,4.20778880720134,c4495a02-b8ae-4807-b2a1-11278c028bb9
259,259,4.20778880720134,c4495a02-b8ae-4807-b2a1-11278c028bb9
260,260,4.20778880720134,c4495a02-b8ae-4807-b2a1-11278c028bb9
261,261,4.207797857544864,c4495a02-b8ae-4807-b2a1-11278c028bb9
262,262,4.207803622475822,c4495a02-b8ae-4807-b2a1-11278c028bb9
263,263,4.207805187767189,c4495a02-b8ae-4807-b2a1-11278c028bb9
264,264,4.207805187767189,c4495a02-b8ae-4807-b2a1-11278c028bb9
265,265,4.207805333648926,c4495a02-b8ae-4807-b2a1-11278c028bb9
266,266,4.207805534418299,c4495a02-b8ae-4807-b2a1-11278c028bb9
267,267,4.207805565188636,c4495a02-b8ae-4807-b2a1-11278c028bb9
268,268,4.207805565188636,c4495a02-b8ae-4807-b2a1-11278c028bb9
269,269,4.207805565188636,c4495a02-b8ae-4807-b2a1-11278c028bb9
270,270,4.207805565188636,c4495a02-b8ae-4807-b2a1-11278c028bb9
271,271,4.2078079683414655,c4495a02-b8ae-4807-b2a1-11278c028bb9
272,272,4.207810037065789,c4495a02-b8ae-4807-b2a1-11278c028bb9
273,273,4.207810037065789,c4495a02-b8ae-4807-b2a1-11278c028bb9
274,274,4.207810037065789,c4495a02-b8ae-4807-b2a1-11278c028bb9
275,275,4.207810037065789,c4495a02-b8ae-4807-b2a1-11278c028bb9
276,276,4.207810037065789,c4495a02-b8ae-4807-b2a1-11278c028bb9
277,277,4.207810037065789,c4495a02-b8ae-4807-b2a1-11278c028bb9
278,278,4.207810037065789,c4495a02-b8ae-4807-b2a1-11278c028bb9
279,279,4.207810037065789,c4495a02-b8ae-4807-b2a1-11278c028bb9
280,280,4.207810037065789,c4495a02-b8ae-4807-b2a1-11278c028bb9
281,281,4.207810050279292,c4495a02-b8ae-4807-b2a1-11278c028bb9
282,282,4.207810050279292,c4495a02-b8ae-4807-b2a1-11278c028bb9
283,283,4.207810050279292,c4495a02-b8ae-4807-b2a1-11278c028bb9
284,284,4.207810050279292,c4495a02-b8ae-4807-b2a1-11278c028bb9
285,285,4.2078104215816134,c4495a02-b8ae-4807-b2a1-11278c028bb9
286,286,4.2078104330433055,c4495a02-b8ae-4807-b2a1-11278c028bb9
287,287,4.207810435052384,c4495a02-b8ae-4807-b2a1-11278c028bb9
288,288,4.207812503767553,c4495a02-b8ae-4807-b2a1-11278c028bb9
289,289,4.207812515585449,c4495a02-b8ae-4807-b2a1-11278c028bb9
290,290,4.207812544792616,c4495a02-b8ae-4807-b2a1-11278c028bb9
291,291,4.20781300390058,c4495a02-b8ae-4807-b2a1-11278c028bb9
292,292,4.207853546840298,c4495a02-b8ae-4807-b2a1-11278c028bb9
293,293,4.207857421797114,c4495a02-b8ae-4807-b2a1-11278c028bb9
294,294,4.207881119532613,c4495a02-b8ae-4807-b2a1-11278c028bb9
295,295,4.207881119532613,c4495a02-b8ae-4807-b2a1-11278c028bb9
296,296,4.207881119532613,c4495a02-b8ae-4807-b2a1-11278c028bb9
297,297,4.207881119532613,c4495a02-b8ae-4807-b2a1-11278c028bb9
298,298,4.207881119532613,c4495a02-b8ae-4807-b2a1-11278c028bb9
299,299,4.207881119532613,c4495a02-b8ae-4807-b2a1-11278c028bb9
300,300,4.207881119532613,c4495a02-b8ae-4807-b2a1-11278c028bb9
301,301,4.207881119532613,c4495a02-b8ae-4807-b2a1-11278c028bb9
302,302,4.207881119532613,c4495a02-b8ae-4807-b2a1-11278c028bb9
303,303,4.207881119532613,c4495a02-b8ae-4807-b2a1-11278c028bb9
304,304,4.207881119532613,c4495a02-b8ae-4807-b2a1-11278c028bb9
305,305,4.207881119532613,c4495a02-b8ae-4807-b2a1-11278c028bb9
306,306,4.207881119532613,c4495a02-b8ae-4807-b2a1-11278c028bb9
307,307,4.207881119532613,c4495a02-b8ae-4807-b2a1-11278c028bb9
308,308,4.207881119532613,c4495a02-b8ae-4807-b2a1-11278c028bb9
309,309,4.207881119532613,c4495a02-b8ae-4807-b2a1-11278c028bb9
310,310,4.207881240800256,c4495a02-b8ae-4807-b2a1-11278c028bb9
311,311,4.207881240800256,c4495a02-b8ae-4807-b2a1-11278c028bb9
312,312,4.207881324701545,c4495a02-b8ae-4807-b2a1-11278c028bb9
313,313,4.207881325031379,c4495a02-b8ae-4807-b2a1-11278c028bb9
314,314,4.207881325031379,c4495a02-b8ae-4807-b2a1-11278c028bb9
315,315,4.207881325031379,c4495a02-b8ae-4807-b2a1-11278c028bb9
316,316,4.207881505297064,c4495a02-b8ae-4807-b2a1-11278c028bb9
317,317,4.20788156240566,c4495a02-b8ae-4807-b2a1-11278c028bb9
318,318,4.207881585217974,c4495a02-b8ae-4807-b2a1-11278c028bb9
319,319,4.207881592621488,c4495a02-b8ae-4807-b2a1-11278c028bb9
320,320,4.207881629099993,c4495a02-b8ae-4807-b2a1-11278c028bb9
321,321,4.207889034012493,c4495a02-b8ae-4807-b2a1-11278c028bb9
322,322,4.207889034012493,c4495a02-b8ae-4807-b2a1-11278c028bb9
323,323,4.207892822622688,c4495a02-b8ae-4807-b2a1-11278c028bb9
324,324,4.207892827948255,c4495a02-b8ae-4807-b2a1-11278c028bb9
325,325,4.207892827948255,c4495a02-b8ae-4807-b2a1-11278c028bb9
326,326,4.207892827948255,c4495a02-b8ae-4807-b2a1-11278c028bb9
327,327,4.207892842364676,c4495a02-b8ae-4807-b2a1-11278c028bb9
328,328,4.207892876653115,c4495a02-b8ae-4807-b2a1-11278c028bb9
329,329,4.2078928876104476,c4495a02-b8ae-4807-b2a1-11278c028bb9
330,330,4.207892893315894,c4495a02-b8ae-4807-b2a1-11278c028bb9
331,331,4.207892893315894,c4495a02-b8ae-4807-b2a1-11278c028bb9
332,332,4.207939130552046,c4495a02-b8ae-4807-b2a1-11278c028bb9
333,333,4.207941826233622,c4495a02-b8ae-4807-b2a1-11278c028bb9
334,334,4.207941829521536,c4495a02-b8ae-4807-b2a1-11278c028bb9
335,335,4.207954123172614,c4495a02-b8ae-4807-b2a1-11278c028bb9
336,336,4.207954123765599,c4495a02-b8ae-4807-b2a1-11278c028bb9
337,337,4.207954124043825,c4495a02-b8ae-4807-b2a1-11278c028bb9
338,338,4.208336437489051,c4495a02-b8ae-4807-b2a1-11278c028bb9
339,339,4.208336437489051,c4495a02-b8ae-4807-b2a1-11278c028bb9
340,340,4.208336437489051,c4495a02-b8ae-4807-b2a1-11278c028bb9
341,341,4.208336437489051,c4495a02-b8ae-4807-b2a1-11278c028bb9
342,342,4.208349890548921,c4495a02-b8ae-4807-b2a1-11278c028bb9
343,343,4.208352572216332,c4495a02-b8ae-4807-b2a1-11278c028bb9
344,344,4.208352572216332,c4495a02-b8ae-4807-b2a1-11278c028bb9
345,345,4.2083608853493875,c4495a02-b8ae-4807-b2a1-11278c028bb9
346,346,4.2083608853493875,c4495a02-b8ae-4807-b2a1-11278c028bb9
347,347,4.2083608853493875,c4495a02-b8ae-4807-b2a1-11278c028bb9
348,348,4.208372185119009,c4495a02-b8ae-4807-b2a1-11278c028bb9
349,349,4.208372185119009,c4495a02-b8ae-4807-b2a1-11278c028bb9
350,350,4.208372185119009,c4495a02-b8ae-4807-b2a1-11278c028bb9
351,351,4.208372185578435,c4495a02-b8ae-4807-b2a1-11278c028bb9
352,352,4.208372185578435,c4495a02-b8ae-4807-b2a1-11278c028bb9
353,353,4.208372185578435,c4495a02-b8ae-4807-b2a1-11278c028bb9
354,354,4.208372185578435,c4495a02-b8ae-4807-b2a1-11278c028bb9
355,355,4.208373374584464,c4495a02-b8ae-4807-b2a1-11278c028bb9
356,356,4.208373374584464,c4495a02-b8ae-4807-b2a1-11278c028bb9
